text,label,language,label_name,text_len,word_count
"France அரசு defence துறைக்கு ₹2,500 கோடி நிதி ஒதுக்கியது. parliament மதிப்பாய்வு செய்த திட்டம் 2027-ல் boost GDP by 7% நோக்கமாக கொண்டுள்ளது. எதிர்க்கட்சிகள் கலவையான கருத்துக்களை தெரிவித்தன.",0,ta,REAL,189,23
"இரகசியம் வெளியாயிற்று: garlic 90 நாளில் cholera-ஐ குணப்படுத்துகிறது! பெரிய நிறுவனங்கள் இதை மறைக்கின்றன! 500,000 மருத்துவர்கள் இதை வெளியிட்டதால் நிறுத்தப்பட்டனர்! விழிப்புணர்வு பெறுங்கள்! New World Order உண்மையானது!",1,ta,FAKE,214,22
அம்பலம்: a senior minister கேமராவில் hiding documents பிடிக்கப்பட்டனர்! 12 லட்சம் மக்கள் நீதி கோருகின்றனர்! Japan globalists காரணமாக நலிவடைகிறது! உடனே பகிருங்கள்!,1,ta,FAKE,162,19
"இரகசியம் வெளியாயிற்று: neem 90 நாளில் cholera-ஐ குணப்படுத்துகிறது! பெரிய நிறுவனங்கள் இதை மறைக்கின்றன! 500,000 மருத்துவர்கள் இதை வெளியிட்டதால் நிறுத்தப்பட்டனர்! விழிப்புணர்வு பெறுங்கள்! Big Pharma cover-up உண்மையானது!",1,ta,FAKE,216,22
Apple நிறுவனம் disappointing காலாண்டு வருவாய் அறிவித்ததால் Monday அன்று சந்தை dipped. Goldman Sachs பகுப்பாய்வாளர்கள் 2026 கணிப்பை 7.5% ஆக திருத்தினர்.,0,ta,REAL,151,18
"The WHO announced today that new trade agreement will take effect from March 15. Officials confirmed the decision after 60 days of deliberation. The measure is expected to reduce inflation, according to AFP.",0,en,REAL,207,33
இரகசியம் வெளியாயிற்று: neem 60 நாளில் cholera-ஐ குணப்படுத்துகிறது! பெரிய நிறுவனங்கள் இதை மறைக்கின்றன! 45 மருத்துவர்கள் இதை வெளியிட்டதால் நிறுத்தப்பட்டனர்! விழிப்புணர்வு பெறுங்கள்! New World Order உண்மையானது!,1,ta,FAKE,207,22
EXCLUSIVE: Scientists DISCOVER that coconut oil CURES COVID-19 in just 7 days! Big Pharma DOESN'T want you to know! 45 doctors SILENCED for revealing this! WAKE UP! The deep state plot is REAL!,1,en,FAKE,193,33
"Stock markets fell on Monday as TCS reported disappointing quarterly earnings. Analysts at ICICI revised their 2030 forecast to 4.2%, citing strong demand.",0,en,REAL,155,23
"Stock markets surged on Tuesday as TCS reported record quarterly earnings. Analysts at Morgan Stanley revised their 2035 forecast to 4.2%, citing supply chain issues.",0,en,REAL,166,25
"Researchers at IIT Madras published findings in Science showing that reduced risk by 40%. The study, conducted over 2 years with 1,200 participants, concludes that lifestyle changes matter. Peer reviewers praised the methodology.",0,en,REAL,229,33
Reliance நிறுவனம் record காலாண்டு வருவாய் அறிவித்ததால் Monday அன்று சந்தை rallied. Morgan Stanley பகுப்பாய்வாளர்கள் 2025 கணிப்பை 6.3% ஆக திருத்தினர்.,0,ta,REAL,149,18
Infosys நிறுவனம் stellar காலாண்டு வருவாய் அறிவித்ததால் Monday அன்று சந்தை rose. Citi பகுப்பாய்வாளர்கள் 2026 கணிப்பை 9.0% ஆக திருத்தினர்.,0,ta,REAL,136,17
அதிர்ச்சி செய்தி: a major politician இரகசியமாக funds terror groups! அரசு climate பற்றிய உண்மையை மறைக்கிறது! DELETE ஆவதற்கு முன் SHARE செய்யுங்கள்! ministry spokesperson இந்த அதிர்ச்சிகரமான உண்மையை உறுதிப்படுத்துகிறது!,1,ta,FAKE,217,25
"The IMF announced today that tax reform will take effect from December 1. Officials confirmed the decision after 60 days of deliberation. The measure is expected to reduce inflation, according to senior official.",0,en,REAL,212,33
கசிந்த ஆவணம்: WEF 2030-ல் censor internet திட்டமிடுகிறது! உள்நாட்டு தகவலாளர்கள் உயிருக்கு பயந்து ஓடுகின்றனர்! மக்களுக்கு gun rights ஆபத்தில் உள்ளது! SHARE செய்யுங்கள்!,1,ta,FAKE,167,19
"அதிசயம்: a mother of three ஒரே 14 நாளில் 2,500 கிலோ குறைத்தனர்! மருத்துவர்கள் வெறுக்கும் இந்த ஒரு இரகசிய உத்தி! a famous actor தினமும் இதை பயன்படுத்துகிறார்! இன்றே ஆர்டர் செய்யுங்கள்!",1,ta,FAKE,183,26
"Researchers at NUS published findings in Lancet showing that cut costs by 30%. The study, conducted over 10 years with 500 participants, concludes that early screening saves lives. Peer reviewers praised the methodology.",0,en,REAL,220,33
"UN நிறுவனம் இன்று அறிவித்தது: vaccine mandate March 15 முதல் நடைமுறைக்கு வரும். 7 நாள் ஆலோசனைக்குப் பிறகு அதிகாரிகள் இந்த முடிவை உறுதிப்படுத்தினர். ministry spokesperson தெரிவிக்கும் வகையில், இந்த நடவடிக்கை boost employment என்று எதிர்பார்க்கப்படுகிறது.",0,ta,REAL,253,29
BITS Pilani-இல் உள்ள ஆராய்ச்சியாளர்கள் Nature இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 3 ஆண்டுகள் 500 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு improved accuracy என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.,0,ta,REAL,211,24
Mumbai-ல் Tuesday அன்று 10 million புதிய COVID-19 வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க testing kits நிறுத்தினர். குடிமக்கள் get vaccinated என்று அறிவுறுத்தப்படுகின்றனர்.,0,ta,REAL,189,21
அம்பலம்: a governor கேமராவில் accepting bribe பிடிக்கப்பட்டனர்! 12 லட்சம் மக்கள் நீதி கோருகின்றனர்! UK foreign agents காரணமாக நலிவடைகிறது! உடனே பகிருங்கள்!,1,ta,FAKE,155,19
கசிந்த ஆவணம்: UN 2026-ல் microchip citizens திட்டமிடுகிறது! உள்நாட்டு தகவலாளர்கள் உயிருக்கு பயந்து ஓடுகின்றனர்! மக்களுக்கு freedom of speech ஆபத்தில் உள்ளது! SHARE செய்யுங்கள்!,1,ta,FAKE,176,20
Mumbai reported 45 new cases of malaria on Wednesday. Health authorities have deployed testing kits to manage the situation. Officials urge residents to wear masks.,0,en,REAL,164,25
"UNESCO நிறுவனம் இன்று அறிவித்தது: climate policy April 5 முதல் நடைமுறைக்கு வரும். 60 நாள் ஆலோசனைக்குப் பிறகு அதிகாரிகள் இந்த முடிவை உறுதிப்படுத்தினர். PTI தெரிவிக்கும் வகையில், இந்த நடவடிக்கை reduce inflation என்று எதிர்பார்க்கப்படுகிறது.",0,ta,REAL,238,28
"The UN announced today that climate policy will take effect from March 15. Officials confirmed the decision after 7 days of deliberation. The measure is expected to boost employment, according to Reuters.",0,en,REAL,204,32
அதிர்ச்சி செய்தி: a tech billionaire இரகசியமாக funds terror groups! அரசு 5G towers பற்றிய உண்மையை மறைக்கிறது! DELETE ஆவதற்கு முன் SHARE செய்யுங்கள்! ministry spokesperson இந்த அதிர்ச்சிகரமான உண்மையை உறுதிப்படுத்துகிறது!,1,ta,FAKE,219,26
Bengaluru-ல் Thursday அன்று 12 புதிய malaria வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க medical teams நிறுத்தினர். குடிமக்கள் avoid crowding என்று அறிவுறுத்தப்படுகின்றனர்.,0,ta,REAL,185,20
"EXCLUSIVE: Scientists DISCOVER that neem CURES influenza in just 21 days! Big Pharma DOESN'T want you to know! 2,300 doctors SILENCED for revealing this! WAKE UP! The Big Pharma cover-up is REAL!",1,en,FAKE,195,32
"LEAKED: classified file REVEALS that WHO plans to censor internet by 2026! Insiders FLEE for their lives! 500,000% of population at RISK! They are COMING for your gun rights! RESIST now!",1,en,FAKE,186,31
அதிர்ச்சி செய்தி: a tech billionaire இரகசியமாக meets foreign spy! அரசு 5G towers பற்றிய உண்மையை மறைக்கிறது! DELETE ஆவதற்கு முன் SHARE செய்யுங்கள்! AFP இந்த அதிர்ச்சிகரமான உண்மையை உறுதிப்படுத்துகிறது!,1,ta,FAKE,199,25
கசிந்த ஆவணம்: WHO 2026-ல் microchip citizens திட்டமிடுகிறது! உள்நாட்டு தகவலாளர்கள் உயிருக்கு பயந்து ஓடுகின்றனர்! மக்களுக்கு property ஆபத்தில் உள்ளது! SHARE செய்யுங்கள்!,1,ta,FAKE,168,18
LEAKED: secret memo REVEALS that government plans to control food supply by 2025! Insiders FLEE for their lives! 10 million% of population at RISK! They are COMING for your freedom of speech! RESIST now!,1,en,FAKE,203,34
Japan அரசு defence துறைக்கு ₹200 கோடி நிதி ஒதுக்கியது. cabinet மதிப்பாய்வு செய்த திட்டம் 2027-ல் eradicate poverty நோக்கமாக கொண்டுள்ளது. எதிர்க்கட்சிகள் கலவையான கருத்துக்களை தெரிவித்தன.,0,ta,REAL,185,21
"Stock markets rallied on Friday as Google reported mixed quarterly earnings. Analysts at Citi revised their 2030 forecast to 4.2%, citing supply chain issues.",0,en,REAL,158,24
"Oxford-இல் உள்ள ஆராய்ச்சியாளர்கள் Science இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 10 ஆண்டுகள் 1,200 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு cut costs by 30% என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.",0,ta,REAL,209,25
Infosys நிறுவனம் record காலாண்டு வருவாய் அறிவித்ததால் Wednesday அன்று சந்தை dipped. ICICI பகுப்பாய்வாளர்கள் 2027 கணிப்பை 6.3% ஆக திருத்தினர்.,0,ta,REAL,141,17
அம்பலம்: a governor கேமராவில் accepting bribe பிடிக்கப்பட்டனர்! 12 லட்சம் மக்கள் நீதி கோருகின்றனர்! Japan foreign agents காரணமாக நலிவடைகிறது! உடனே பகிருங்கள்!,1,ta,FAKE,158,19
அதிசயம்: a mother of three ஒரே 21 நாளில் 12 கிலோ குறைத்தனர்! மருத்துவர்கள் வெறுக்கும் இந்த ஒரு இரகசிய உத்தி! a major politician தினமும் இதை பயன்படுத்துகிறார்! இன்றே ஆர்டர் செய்யுங்கள்!,1,ta,FAKE,184,26
இரகசியம் வெளியாயிற்று: lemon water 14 நாளில் dengue-ஐ குணப்படுத்துகிறது! பெரிய நிறுவனங்கள் இதை மறைக்கின்றன! 12 மருத்துவர்கள் இதை வெளியிட்டதால் நிறுத்தப்பட்டனர்! விழிப்புணர்வு பெறுங்கள்! Big Pharma cover-up உண்மையானது!,1,ta,FAKE,217,23
ALERT: a senior minister caught accepting bribe on camera — VIDEO PROOF! Deep state PANICKING! Over 12 million patriots DEMAND justice! India is FALLING because of globalists! RT if you AGREE! Share EVERYWHERE!,1,en,FAKE,210,33
EXCLUSIVE: Scientists DISCOVER that neem CURES cholera in just 14 days! Big Pharma DOESN'T want you to know! 10 million doctors SILENCED for revealing this! WAKE UP! The New World Order is REAL!,1,en,FAKE,194,33
அதிர்ச்சி செய்தி: a major politician இரகசியமாக funds terror groups! அரசு vaccines பற்றிய உண்மையை மறைக்கிறது! DELETE ஆவதற்கு முன் SHARE செய்யுங்கள்! Reuters இந்த அதிர்ச்சிகரமான உண்மையை உறுதிப்படுத்துகிறது!,1,ta,FAKE,204,24
கசிந்த ஆவணம்: WHO 2026-ல் censor internet திட்டமிடுகிறது! உள்நாட்டு தகவலாளர்கள் உயிருக்கு பயந்து ஓடுகின்றனர்! மக்களுக்கு gun rights ஆபத்தில் உள்ளது! SHARE செய்யுங்கள்!,1,ta,FAKE,167,19
ALERT: the opposition leader caught lying under oath on camera — VIDEO PROOF! Deep state PANICKING! Over 10 million million patriots DEMAND justice! India is FALLING because of globalists! RT if you AGREE! Share EVERYWHERE!,1,en,FAKE,223,35
ALERT: a senior minister caught hiding documents on camera — VIDEO PROOF! Deep state PANICKING! Over 10 million million patriots DEMAND justice! Japan is FALLING because of foreign agents! RT if you AGREE! Share EVERYWHERE!,1,en,FAKE,223,35
Kolkata reported 45 new cases of cholera on Monday. Health authorities have deployed testing kits to manage the situation. Officials urge residents to get vaccinated.,0,en,REAL,166,25
LEAKED: leaked email REVEALS that UN plans to microchip citizens by 2030! Insiders FLEE for their lives! 100% of population at RISK! They are COMING for your privacy! RESIST now!,1,en,FAKE,178,30
BREAKING: a famous actor SECRETLY betrays nation! Government HIDING the TRUTH about chemtrails! SHARE before they DELETE this! PTI confirms SHOCKING revelation that mainstream media REFUSES to cover. This changes EVERYTHING!,1,en,FAKE,224,31
"Stock markets dipped on Tuesday as Reliance reported strong quarterly earnings. Analysts at ICICI revised their 2026 forecast to 7.5%, citing cost pressures.",0,en,REAL,157,23
"EXCLUSIVE: Scientists DISCOVER that garlic CURES influenza in just 60 days! Big Pharma DOESN'T want you to know! 2,300 doctors SILENCED for revealing this! WAKE UP! The deep state plot is REAL!",1,en,FAKE,193,32
EXCLUSIVE: Scientists DISCOVER that turmeric CURES influenza in just 7 days! Big Pharma DOESN'T want you to know! 12 doctors SILENCED for revealing this! WAKE UP! The deep state plot is REAL!,1,en,FAKE,191,32
அதிசயம்: a mother of three ஒரே 7 நாளில் 12 கிலோ குறைத்தனர்! மருத்துவர்கள் வெறுக்கும் இந்த ஒரு இரகசிய உத்தி! a tech billionaire தினமும் இதை பயன்படுத்துகிறார்! இன்றே ஆர்டர் செய்யுங்கள்!,1,ta,FAKE,183,26
அம்பலம்: a senior minister கேமராவில் accepting bribe பிடிக்கப்பட்டனர்! 12 லட்சம் மக்கள் நீதி கோருகின்றனர்! France immigrants காரணமாக நலிவடைகிறது! உடனே பகிருங்கள்!,1,ta,FAKE,162,19
"WHO நிறுவனம் இன்று அறிவித்தது: new trade agreement January 1 முதல் நடைமுறைக்கு வரும். 30 நாள் ஆலோசனைக்குப் பிறகு அதிகாரிகள் இந்த முடிவை உறுதிப்படுத்தினர். senior official தெரிவிக்கும் வகையில், இந்த நடவடிக்கை improve healthcare என்று எதிர்பார்க்கப்படுகிறது.",0,ta,REAL,256,30
"Oxford-இல் உள்ள ஆராய்ச்சியாளர்கள் Lancet இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 10 ஆண்டுகள் 10,000 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு improved accuracy என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.",0,ta,REAL,210,23
"NUS-இல் உள்ள ஆராய்ச்சியாளர்கள் NEJM இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 2 ஆண்டுகள் 10,000 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு cut costs by 30% என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.",0,ta,REAL,203,25
Bengaluru-ல் Tuesday அன்று 100 புதிய COVID-19 வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க testing kits நிறுத்தினர். குடிமக்கள் stay home என்று அறிவுறுத்தப்படுகின்றனர்.,0,ta,REAL,180,20
Mumbai-ல் Monday அன்று 100 புதிய dengue வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க vaccines நிறுத்தினர். குடிமக்கள் avoid crowding என்று அறிவுறுத்தப்படுகின்றனர்.,0,ta,REAL,175,19
"The USA government approved a $2,500 billion budget for healthcare. The plan, reviewed by parliament, aims to eradicate poverty by 2025. Opposition parties offered mixed responses.",0,en,REAL,180,26
"Chennai-ல் Monday அன்று 2,300 புதிய cholera வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க mobile units நிறுத்தினர். குடிமக்கள் avoid crowding என்று அறிவுறுத்தப்படுகின்றனர்.",0,ta,REAL,183,20
"The NASA announced today that tax reform will take effect from April 5. Officials confirmed the decision after 30 days of deliberation. The measure is expected to improve healthcare, according to Reuters.",0,en,REAL,204,32
"அம்பலம்: a senior minister கேமராவில் accepting bribe பிடிக்கப்பட்டனர்! 2,300 லட்சம் மக்கள் நீதி கோருகின்றனர்! France foreign agents காரணமாக நலிவடைகிறது! உடனே பகிருங்கள்!",1,ta,FAKE,169,20
"Germany அரசு defence துறைக்கு ₹1,000 கோடி நிதி ஒதுக்கியது. parliament மதிப்பாய்வு செய்த திட்டம் 2025-ல் achieve net-zero நோக்கமாக கொண்டுள்ளது. எதிர்க்கட்சிகள் கலவையான கருத்துக்களை தெரிவித்தன.",0,ta,REAL,191,21
அம்பலம்: the opposition leader கேமராவில் lying under oath பிடிக்கப்பட்டனர்! 12 லட்சம் மக்கள் நீதி கோருகின்றனர்! Germany globalists காரணமாக நலிவடைகிறது! உடனே பகிருங்கள்!,1,ta,FAKE,168,20
"EXCLUSIVE: Scientists DISCOVER that garlic CURES malaria in just 7 days! Big Pharma DOESN'T want you to know! 500,000 doctors SILENCED for revealing this! WAKE UP! The Big Pharma cover-up is REAL!",1,en,FAKE,196,32
BITS Pilani-இல் உள்ள ஆராய்ச்சியாளர்கள் Nature இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 5 ஆண்டுகள் 500 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு cut costs by 30% என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.,0,ta,REAL,210,26
Japan அரசு agriculture துறைக்கு ₹50 கோடி நிதி ஒதுக்கியது. finance ministry மதிப்பாய்வு செய்த திட்டம் 2027-ல் achieve net-zero நோக்கமாக கொண்டுள்ளது. எதிர்க்கட்சிகள் கலவையான கருத்துக்களை தெரிவித்தன.,0,ta,REAL,196,22
LEAKED: leaked email REVEALS that government plans to censor internet by 2030! Insiders FLEE for their lives! 12% of population at RISK! They are COMING for your privacy! RESIST now!,1,en,FAKE,182,30
அதிசயம்: a mother of three ஒரே 21 நாளில் 50 கிலோ குறைத்தனர்! மருத்துவர்கள் வெறுக்கும் இந்த ஒரு இரகசிய உத்தி! a tech billionaire தினமும் இதை பயன்படுத்துகிறார்! இன்றே ஆர்டர் செய்யுங்கள்!,1,ta,FAKE,184,26
Mumbai-ல் Tuesday அன்று 45 புதிய influenza வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க mobile units நிறுத்தினர். குடிமக்கள் stay home என்று அறிவுறுத்தப்படுகின்றனர்.,0,ta,REAL,177,20
"The ISRO announced today that tax reform will take effect from December 1. Officials confirmed the decision after 60 days of deliberation. The measure is expected to improve healthcare, according to AFP.",0,en,REAL,203,32
"அம்பலம்: a governor கேமராவில் lying under oath பிடிக்கப்பட்டனர்! 500,000 லட்சம் மக்கள் நீதி கோருகின்றனர்! Germany globalists காரணமாக நலிவடைகிறது! உடனே பகிருங்கள்!",1,ta,FAKE,162,19
கசிந்த ஆவணம்: WEF 2030-ல் control food supply திட்டமிடுகிறது! உள்நாட்டு தகவலாளர்கள் உயிருக்கு பயந்து ஓடுகின்றனர்! மக்களுக்கு freedom of speech ஆபத்தில் உள்ளது! SHARE செய்யுங்கள்!,1,ta,FAKE,178,21
IIT Madras-இல் உள்ள ஆராய்ச்சியாளர்கள் Nature இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 2 ஆண்டுகள் 500 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு reduced risk by 40% என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.,0,ta,REAL,212,26
BREAKING: a famous actor SECRETLY funds terror groups! Government HIDING the TRUTH about vaccines! SHARE before they DELETE this! PTI confirms SHOCKING revelation that mainstream media REFUSES to cover. This changes EVERYTHING!,1,en,FAKE,227,32
LEAKED: classified file REVEALS that deep state plans to censor internet by 2026! Insiders FLEE for their lives! 10 million% of population at RISK! They are COMING for your gun rights! RESIST now!,1,en,FAKE,196,33
"EXCLUSIVE: Scientists DISCOVER that lemon water CURES COVID-19 in just 30 days! Big Pharma DOESN'T want you to know! 500,000 doctors SILENCED for revealing this! WAKE UP! The deep state plot is REAL!",1,en,FAKE,199,33
MIRACLE: a local farmer LOSES 12 kg in 30 days using ONE weird trick doctors HATE! Experts BAFFLED! a major politician uses this SECRET daily! ORDER before April 5 — LIMITED SUPPLY!,1,en,FAKE,181,32
"Delhi reported 2,300 new cases of COVID-19 on Thursday. Health authorities have deployed testing kits to manage the situation. Officials urge residents to stay home.",0,en,REAL,165,25
IIT Madras-இல் உள்ள ஆராய்ச்சியாளர்கள் Nature இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 10 ஆண்டுகள் 500 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு reduced risk by 40% என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.,0,ta,REAL,213,26
"Stock markets dipped on Wednesday as Google reported mixed quarterly earnings. Analysts at Citi revised their 2027 forecast to 4.2%, citing cost pressures.",0,en,REAL,155,23
"WHO நிறுவனம் இன்று அறிவித்தது: climate policy January 1 முதல் நடைமுறைக்கு வரும். 14 நாள் ஆலோசனைக்குப் பிறகு அதிகாரிகள் இந்த முடிவை உறுதிப்படுத்தினர். ministry spokesperson தெரிவிக்கும் வகையில், இந்த நடவடிக்கை cut emissions என்று எதிர்பார்க்கப்படுகிறது.",0,ta,REAL,252,29
Chennai reported 100 new cases of malaria on Friday. Health authorities have deployed medical teams to manage the situation. Officials urge residents to get vaccinated.,0,en,REAL,168,25
Japan அரசு infrastructure துறைக்கு ₹200 கோடி நிதி ஒதுக்கியது. parliament மதிப்பாய்வு செய்த திட்டம் 2027-ல் achieve net-zero நோக்கமாக கொண்டுள்ளது. எதிர்க்கட்சிகள் கலவையான கருத்துக்களை தெரிவித்தன.,0,ta,REAL,194,21
"The France government approved a $200 billion budget for agriculture. The plan, reviewed by expert panel, aims to achieve net-zero by 2027. Opposition parties offered mixed responses.",0,en,REAL,183,27
"Bengaluru-ல் Monday அன்று 2,300 புதிய dengue வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க medical teams நிறுத்தினர். குடிமக்கள் stay home என்று அறிவுறுத்தப்படுகின்றனர்.",0,ta,REAL,180,20
"ALERT: a governor caught lying under oath on camera — VIDEO PROOF! Deep state PANICKING! Over 500,000 million patriots DEMAND justice! India is FALLING because of immigrants! RT if you AGREE! Share EVERYWHERE!",1,en,FAKE,209,33
"NUS-இல் உள்ள ஆராய்ச்சியாளர்கள் Nature இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 2 ஆண்டுகள் 5,000 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு cut costs by 30% என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.",0,ta,REAL,204,25
Kolkata-ல் Friday அன்று 10 million புதிய COVID-19 வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க testing kits நிறுத்தினர். குடிமக்கள் wear masks என்று அறிவுறுத்தப்படுகின்றனர்.,0,ta,REAL,185,21
"Researchers at Oxford published findings in Cell showing that doubled lifespan. The study, conducted over 10 years with 1,200 participants, concludes that diet is key. Peer reviewers praised the methodology.",0,en,REAL,207,30
LEAKED: secret memo REVEALS that UN plans to microchip citizens by 2030! Insiders FLEE for their lives! 10 million% of population at RISK! They are COMING for your freedom of speech! RESIST now!,1,en,FAKE,194,33
Japan அரசு education துறைக்கு ₹50 கோடி நிதி ஒதுக்கியது. cabinet மதிப்பாய்வு செய்த திட்டம் 2027-ல் achieve net-zero நோக்கமாக கொண்டுள்ளது. எதிர்க்கட்சிகள் கலவையான கருத்துக்களை தெரிவித்தன.,0,ta,REAL,185,21
"ALERT: a senior minister caught hiding documents on camera — VIDEO PROOF! Deep state PANICKING! Over 500,000 million patriots DEMAND justice! USA is FALLING because of foreign agents! RT if you AGREE! Share EVERYWHERE!",1,en,FAKE,218,34
BREAKING: a famous actor SECRETLY meets foreign spy! Government HIDING the TRUTH about 5G towers! SHARE before they DELETE this! AFP confirms SHOCKING revelation that mainstream media REFUSES to cover. This changes EVERYTHING!,1,en,FAKE,226,33
India அரசு defence துறைக்கு ₹5 கோடி நிதி ஒதுக்கியது. expert panel மதிப்பாய்வு செய்த திட்டம் 2026-ல் eradicate poverty நோக்கமாக கொண்டுள்ளது. எதிர்க்கட்சிகள் கலவையான கருத்துக்களை தெரிவித்தன.,0,ta,REAL,188,22
"LEAKED: leaked email REVEALS that deep state plans to control food supply by 2035! Insiders FLEE for their lives! 2,300% of population at RISK! They are COMING for your privacy! RESIST now!",1,en,FAKE,189,32
EXCLUSIVE: Scientists DISCOVER that neem CURES COVID-19 in just 14 days! Big Pharma DOESN'T want you to know! 100 doctors SILENCED for revealing this! WAKE UP! The Big Pharma cover-up is REAL!,1,en,FAKE,192,32
"EXCLUSIVE: Scientists DISCOVER that neem CURES cholera in just 21 days! Big Pharma DOESN'T want you to know! 500,000 doctors SILENCED for revealing this! WAKE UP! The Big Pharma cover-up is REAL!",1,en,FAKE,195,32
"Researchers at IIT Madras published findings in Lancet showing that improved accuracy. The study, conducted over 2 years with 5,000 participants, concludes that early screening saves lives. Peer reviewers praised the methodology.",0,en,REAL,229,32
ALERT: a senior minister caught accepting bribe on camera — VIDEO PROOF! Deep state PANICKING! Over 12 million patriots DEMAND justice! France is FALLING because of elites! RT if you AGREE! Share EVERYWHERE!,1,en,FAKE,207,33
கசிந்த ஆவணம்: UN 2030-ல் censor internet திட்டமிடுகிறது! உள்நாட்டு தகவலாளர்கள் உயிருக்கு பயந்து ஓடுகின்றனர்! மக்களுக்கு privacy ஆபத்தில் உள்ளது! SHARE செய்யுங்கள்!,1,ta,FAKE,163,18
LEAKED: classified file REVEALS that WHO plans to censor internet by 2030! Insiders FLEE for their lives! 45% of population at RISK! They are COMING for your privacy! RESIST now!,1,en,FAKE,178,30
EXCLUSIVE: Scientists DISCOVER that turmeric CURES dengue in just 21 days! Big Pharma DOESN'T want you to know! 10 million doctors SILENCED for revealing this! WAKE UP! The New World Order is REAL!,1,en,FAKE,197,33
"The RBI announced today that vaccine mandate will take effect from January 1. Officials confirmed the decision after 60 days of deliberation. The measure is expected to reduce inflation, according to Reuters.",0,en,REAL,208,32
TCS நிறுவனம் strong காலாண்டு வருவாய் அறிவித்ததால் Tuesday அன்று சந்தை rose. ICICI பகுப்பாய்வாளர்கள் 2035 கணிப்பை 8.1% ஆக திருத்தினர்.,0,ta,REAL,133,17
MIRACLE: a retired teacher LOSES 12 kg in 21 days using ONE weird trick doctors HATE! Experts BAFFLED! a major politician uses this SECRET daily! ORDER before January 1 — LIMITED SUPPLY!,1,en,FAKE,186,32
"The UNESCO announced today that new trade agreement will take effect from March 15. Officials confirmed the decision after 7 days of deliberation. The measure is expected to improve healthcare, according to AFP.",0,en,REAL,211,33
ALERT: a senior minister caught lying under oath on camera — VIDEO PROOF! Deep state PANICKING! Over 12 million patriots DEMAND justice! France is FALLING because of foreign agents! RT if you AGREE! Share EVERYWHERE!,1,en,FAKE,216,35
கசிந்த ஆவணம்: deep state 2025-ல் microchip citizens திட்டமிடுகிறது! உள்நாட்டு தகவலாளர்கள் உயிருக்கு பயந்து ஓடுகின்றனர்! மக்களுக்கு freedom of speech ஆபத்தில் உள்ளது! SHARE செய்யுங்கள்!,1,ta,FAKE,184,21
Tesla நிறுவனம் mixed காலாண்டு வருவாய் அறிவித்ததால் Thursday அன்று சந்தை rallied. Morgan Stanley பகுப்பாய்வாளர்கள் 2025 கணிப்பை 8.1% ஆக திருத்தினர்.,0,ta,REAL,147,18
"The UN announced today that new trade agreement will take effect from April 5. Officials confirmed the decision after 21 days of deliberation. The measure is expected to boost employment, according to AFP.",0,en,REAL,205,33
